CMPD_CHEMBLID	MOLREGNO	PARENT_CMPD_CHEMBLID	PARENT_MOLREGNO	MOL_PREF_NAME	COMPOUND_KEY	MOLWEIGHT	ALOGP	PSA	NUM_RO5_VIOLATIONS	CANONICAL_SMILES	ACTIVITY_ID	STANDARD_TYPE	RELATION	STANDARD_VALUE	STANDARD_UNITS	PCHEMBL_VALUE	PUBLISHED_TYPE	PUBLISHED_RELATION	PUBLISHED_VALUE	PUBLISHED_UNITS	ACTIVITY_COMMENT	DATA_VALIDITY_COMMENT	POTENTIAL_DUPLICATE	BAO_ENDPOINT	UO_UNITS	QUDT_UNITS	ASSAY_ID	ASSAY_CHEMBLID	ASSAY_TYPE	DESCRIPTION	ASSAY_SRC_ID	ASSAY_SRC_DESCRIPTION	ASSAY_ORGANISM	ASSAY_STRAIN	ASSAY_TAX_ID	CURATED_BY	BAO_FORMAT	TID	TARGET_CHEMBLID	TARGET_TYPE	PROTEIN_ACCESSION	PREF_NAME	ORGANISM	CONFIDENCE_SCORE	TARGET_MAPPING	APD_NAME	APD_CONFIDENCE	DOC_ID	DOC_CHEMBLID	PUBMED_ID	JOURNAL	YEAR	VOLUME	ISSUE	FIRST_PAGE	CELL_ID	CELL_CHEMBL_ID	CELL_NAME	ACTIVITY_PARAMS	ACTIVITY_PROPS
CHEMBL213829	354340	CHEMBL213829	354340		36	326.42	4.96	45.75	0	CCCC[C@@]12CCC(=O)C(=C1c3ccc4[nH]nc(F)c4c3C2)CC	1758851	IC50	=	23	nM	7.64	IC50	=	23	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	383638	CHEMBL868001	B	Binding affinity to human ERalpha	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000357	19	CHEMBL206	SINGLE PROTEIN	P03372	Estrogen receptor alpha	Homo sapiens	9	Protein	Hormone_recep	high	31545	CHEMBL1146005	16730987	Bioorg. Med. Chem. Lett.	2006	16	15	3896					
CHEMBL360410	313143	CHEMBL360410	313143		3	243.22	2.61	86.72	0	Oc1ccc(c(O)c1)c2noc3cc(O)ccc23	1469596	IC50	=	24	nM	7.62	IC50	=	24	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	306463	CHEMBL829540	B	Inhibitory concentration against human ER alpha expressed in Escherichia coli was determined using [3H]17-beta-estradiol as radio ligand	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000019	19	CHEMBL206	SINGLE PROTEIN	P03372	Estrogen receptor alpha	Homo sapiens	9	Protein	Hormone_recep	high	21108	CHEMBL1138773	15456246	J. Med. Chem.	2004	47	21	5021					
CHEMBL441457	150587	CHEMBL441457	150587		16	498.04	6.58	62.16	1	Oc1ccc(cc1)[C@@H]2Sc3cc(O)cc(Cl)c3O[C@@H]2c4ccc(OCCN5CCCCC5)cc4	1129455	IC50	=	25.4	nM	7.59	IC50	=	25.4	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	67495	CHEMBL679886	F	Potency in cellular transactivation assay utilizing HEK293 cells stably co-transfected with human estrogen receptor alpha and the alkaline phosphatase reporter gene.	1	Scientific Literature				Expert	BAO_0000219	19	CHEMBL206	SINGLE PROTEIN	P03372	Estrogen receptor alpha	Homo sapiens	8	Homologous protein			6362	CHEMBL1146754	15125925	Bioorg. Med. Chem. Lett.	2004	14	11	2741	722	CHEMBL3307715	HEK293		
CHEMBL4102815	2242726	CHEMBL4102815	2242726		16	404.44	5.87	86.99	1	OC(=O)\C=C\c1ccc(Oc2c(sc3cc(O)ccc23)c4ccc(O)cc4)cc1	18113367	IC50	=	26	nM	7.58	IC50	=	26	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1674617	CHEMBL4024646	B	Induction of selective estrogen receptor alpha degradation in human MCF7 cells after 18 to 24 hrs by in-cell Western analysis	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	19	CHEMBL206	SINGLE PROTEIN	P03372	Estrogen receptor alpha	Homo sapiens	9	Protein			104895	CHEMBL4020850	29562737	J Med Chem	2018	61	7	2837					
CHEMBL3804907	2085655	CHEMBL3804907	2085655		10; RC14	601.85	9.88	78.79	2	CCCCCCCCCCCCCCNCCOc1ccc(cc1)C(=O)c2c(sc3cc(O)ccc23)c4ccc(O)cc4	16588389	IC50	=	28	nM	7.55	IC50	=	28	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1577035	CHEMBL3807011	B	Displacement of Fluormone ES2 from human recombinant full length untagged-ERalpha by fluorescence polarization competition binding assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	19	CHEMBL206	SINGLE PROTEIN	P03372	Estrogen receptor alpha	Homo sapiens	9	Protein	Hormone_recep	high	99314	CHEMBL3804822	27185013	Bioorg. Med. Chem.	2016	24	13	2914					
CHEMBL412907	149598	CHEMBL412907	149598		6c	307.44	5.08	23.47	1	Oc1ccc2C(C3CCCCC3)N(CCc2c1)c4ccccc4	1080589	IC50	=	29.8	nM	7.53	IC50	=	29.8	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	67500	CHEMBL679891	B	In vitro concentration required to inhibit [3H]estradiol binding to human estrogen receptor alpha expressed in 293T cells	1	Scientific Literature				Expert	BAO_0000219	19	CHEMBL206	SINGLE PROTEIN	P03372	Estrogen receptor alpha	Homo sapiens	8	Homologous protein			6360	CHEMBL1146753	15125923	Bioorg. Med. Chem. Lett.	2004	14	11	2729					
CHEMBL209402	351066	CHEMBL209402	351066		21	298.43	5.04	37.3	1	CCCCC12CCC(=O)C(=C1c3ccc(O)cc3C2)CCC	1747402	IC50	=	30	nM	7.52	IC50	=	30	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	371967	CHEMBL852960	B	Binding affinity to ERalpha by scintillation proximity assay	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000357	19	CHEMBL206	SINGLE PROTEIN	P03372	Estrogen receptor alpha	Homo sapiens	9	Protein	Hormone_recep	high	31399	CHEMBL1138102	16632357	Bioorg. Med. Chem. Lett.	2006	16	13	3489					
CHEMBL91052	149597	CHEMBL91052	149597		6a	301.39	4.54	23.47	0	Oc1ccc2C(N(CCc2c1)c3ccccc3)c4ccccc4	1097290	IC50	=	30.7	nM	7.51	IC50	=	30.7	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	67500	CHEMBL679891	B	In vitro concentration required to inhibit [3H]estradiol binding to human estrogen receptor alpha expressed in 293T cells	1	Scientific Literature				Expert	BAO_0000219	19	CHEMBL206	SINGLE PROTEIN	P03372	Estrogen receptor alpha	Homo sapiens	8	Homologous protein			6360	CHEMBL1146753	15125923	Bioorg. Med. Chem. Lett.	2004	14	11	2729					
CHEMBL195118	323513	CHEMBL195118	323513		47	457.62	5.03	50.18	1	CC(C)CN1CCN(CC1)c2ccc(cc2)C3N(CCc4cc(O)ccc34)c5cccc(O)c5	1514087	IC50	=	31.5	nM	7.5	IC50	=	31.5	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	306816	CHEMBL831007	B	Inhibition of 17-beta-estradiol mediated luciferase transcription in HeLa cells expressing human estrogen receptor alpha; ERE assay	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000219	19	CHEMBL206	SINGLE PROTEIN	P03372	Estrogen receptor alpha	Homo sapiens	9	Protein	Hormone_recep	high	21436	CHEMBL1141171	15658851	J. Med. Chem.	2005	48	2	364	308	CHEMBL3308376	HeLa		
CHEMBL1088631	615196	CHEMBL1088631	615196		1a-(S)	485.58	5.79	71.39	1	Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@H]3c5ccc(OCCN6CCCCC6)cc5	3230322	IC50	=	32	nM	7.5	IC50	=	32	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	622102	CHEMBL1114101	F	Antagonist activity at estrogen receptor in human Ishikawa cells assessed as 17-beta-estradiol-induced alkaline phosphatase activity after 3 days by chemiluminescence assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	19	CHEMBL206	SINGLE PROTEIN	P03372	Estrogen receptor alpha	Homo sapiens	9	Protein	Hormone_recep	high	49994	CHEMBL1153760	19366247	J. Med. Chem.	2009	52	23	7544	672	CHEMBL3307675	Ishikawa		
CHEMBL189077	313460	CHEMBL189077	313460		63	277.28	4.06	66.49	0	Oc1ccc2nc(oc2c1)c3cccc4cc(O)ccc34	1470107	IC50	=	35	nM	7.46	IC50	=	35	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	306463	CHEMBL829540	B	Inhibitory concentration against human ER alpha expressed in Escherichia coli was determined using [3H]17-beta-estradiol as radio ligand	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000019	19	CHEMBL206	SINGLE PROTEIN	P03372	Estrogen receptor alpha	Homo sapiens	9	Protein	Hormone_recep	high	21108	CHEMBL1138773	15456246	J. Med. Chem.	2004	47	21	5021					
CHEMBL226379	378701	CHEMBL226379	378701		18	523.1	7.58	53.96	2	Oc1ccc2c(Oc3ccc(OCCN4CCCCC4)cc3)c(sc2c1)c5ccc(NCCCl)cc5	1883032	IC50	=	35.6	nM	7.45	IC50	=	35.6	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	436654	CHEMBL904964	B	Displacement of [3H]estradiol from human recombinant ERalpha	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000357	19	CHEMBL206	SINGLE PROTEIN	P03372	Estrogen receptor alpha	Homo sapiens	9	Protein	Hormone_recep	high	35802	CHEMBL1143673	17489582	J. Med. Chem.	2007	50	11	2682					
CHEMBL391909	410172	CHEMBL391909	410172		1c	398.51	5.22	65.12	1	C[C@@H](CCc1ccc(O)cc1)NC(=O)Cc2c([nH]c3ccccc23)c4ccccc4	2022409	IC50	=	37	nM	7.43	IC50	=	37	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	454488	CHEMBL886514	B	Displacement of [3H]estradiol from full length human recombinant ERalpha after 3 hrs by scintillation proximity assay	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000357	19	CHEMBL206	SINGLE PROTEIN	P03372	Estrogen receptor alpha	Homo sapiens	9	Protein	Hormone_recep	high	37453	CHEMBL1139144	17289385	Bioorg. Med. Chem. Lett.	2007	17	8	2322					
CHEMBL286115	45132	CHEMBL286115	45132		1	459.54	5.06	79.23	1	Oc1ccc(cc1)[C@H]2[C@H](Oc3cc(O)ccc3C2=O)c4ccc(OCCN5CCCCC5)cc4	1126606	IC50	=	39	nM	7.41	IC50	=	39	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	67487	CHEMBL679324	B	Binding affinity towards human recombinant Estrogen receptor alpha was determined	1	Scientific Literature				Expert	BAO_0000357	19	CHEMBL206	SINGLE PROTEIN	P03372	Estrogen receptor alpha	Homo sapiens	8	Homologous protein			17806	CHEMBL1149328	15084115	J. Med. Chem.	2004	47	9	2171					
CHEMBL3657155	1990022	CHEMBL3657155	1990022		BDBM129637	458.58	6.37	37.63	1	Cc1c(c2ccc(F)cc2)n(Cc3ccc(OCCN4CCCCC4)cc3)c5ccc(O)cc15	17643887	IC50	=	40	nM	7.4	IC50	=	40	nM	261359		0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1528692	CHEMBL3705466	B	Binding Assay: The competition assay was performed in a 96-well plate (polystyrene*) which binds <2.0% of the total input [3H]-17beta-estradiol and each data point was gathered in triplicate. 100 uG/100 uL of the receptor preparation was aliquoted per well. A saturating dose of 2.5 nM [3H]17beta-estradiol+competitor (or buffer) in a 50 uL volume was added in the preliminary competition when 100x and 500x competitor were evaluated, only 0.8 nM [3H]17beta-estradiol was used. The plate was incubated at room temperature for 2.5 h. At the end of this incubation period 150 uL of ice-cold dextran coated charcoal (5% activated charcoal coated with 0.05% 69K dextran) was added to each well and the plate was immediately centrifuged at 99 g for 5 minutes at 4 C. 200 uL of the supernatant solution was then removed for scintillation counting. Samples were counted to 2% or 10 minutes, whichever occurs first.	37	BindingDB Database	Homo sapiens		9606	Autocuration	BAO_0000357	19	CHEMBL206	SINGLE PROTEIN	P03372	Estrogen receptor alpha	Homo sapiens	9	Protein	Hormone_recep	high	94499	CHEMBL3639280			2014								
CHEMBL98470	164185	CHEMBL98470	164185		12	470.66	6.32	35.94	1	CC(C)c1ccc(cc1)N2CCc3cc(O)ccc3C2(C)c4ccc(OCCN5CCCC5)cc4	1439169	IC50	=	43.95	nM	7.36	pIC50(uM)	=	1.357				0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	307276	CHEMBL831661	B	Inhibition of binding to human estrogen receptor alpha	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000357	19	CHEMBL206	SINGLE PROTEIN	P03372	Estrogen receptor alpha	Homo sapiens	9	Protein	Hormone_recep	high	20821	CHEMBL1141983	15686893	Bioorg. Med. Chem. Lett.	2005	15	4	957					
CHEMBL135	27626	CHEMBL135	27626	ESTRADIOL	E2	272.39	3.61	40.46	0	C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O	1760344	IC50	=	46	nM	7.34	IC50	=	46	nM			1	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	402353	CHEMBL866167	B	Binding affinity to ERalpha L384M/M421G mutant	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000357	19	CHEMBL206	SINGLE PROTEIN	P03372	Estrogen receptor alpha	Homo sapiens	9	Protein	Hormone_recep	high	31765	CHEMBL1149487	16942012	J. Med. Chem.	2006	49	18	5404					
CHEMBL89995	150267	CHEMBL89995	150267		6e	321.46	5.47	23.47	1	Oc1ccc2C(CC3CCCCC3)N(CCc2c1)c4ccccc4	1075926	IC50	=	53.1	nM	7.28	IC50	=	53.1	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	67500	CHEMBL679891	B	In vitro concentration required to inhibit [3H]estradiol binding to human estrogen receptor alpha expressed in 293T cells	1	Scientific Literature				Expert	BAO_0000219	19	CHEMBL206	SINGLE PROTEIN	P03372	Estrogen receptor alpha	Homo sapiens	8	Homologous protein			6360	CHEMBL1146753	15125923	Bioorg. Med. Chem. Lett.	2004	14	11	2729					
CHEMBL94170	150387	CHEMBL94170	150387		3	491.65	6.49	62.16	1	CCc1cc(O)cc2O[C@@H]([C@@H](Sc12)c3ccc(O)cc3)c4ccc(OCCN5CCCCC5)cc4	1128225	IC50	=	53.3	nM	7.27	IC50	=	53.3	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	67363	CHEMBL873603	B	Displacement of [3H]17-beta-estradiol from full length human estrogen receptor alpha	1	Scientific Literature				Expert	BAO_0000357	19	CHEMBL206	SINGLE PROTEIN	P03372	Estrogen receptor alpha	Homo sapiens	8	Homologous protein			6362	CHEMBL1146754	15125925	Bioorg. Med. Chem. Lett.	2004	14	11	2741					
CHEMBL93326	150198	CHEMBL93326	150198		9d	337.3	3.13	60.77	0	Oc1ccc(cc1)[C@H]2N(CCc3cc(O)ccc23)C(=O)C(F)(F)F	1090516	IC50	=	53.6	nM	7.27	IC50	=	53.6	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	67500	CHEMBL679891	B	In vitro concentration required to inhibit [3H]estradiol binding to human estrogen receptor alpha expressed in 293T cells	1	Scientific Literature				Expert	BAO_0000219	19	CHEMBL206	SINGLE PROTEIN	P03372	Estrogen receptor alpha	Homo sapiens	8	Homologous protein			6360	CHEMBL1146753	15125923	Bioorg. Med. Chem. Lett.	2004	14	11	2729					
CHEMBL427533	323347	CHEMBL427533	323347		33	399.54	4.3	29.95	0	CN1CCN(CC1)c2ccc(cc2)C3N(CCc4cc(O)ccc34)c5ccccc5	1513842	IC50	=	55	nM	7.26	IC50	=	55	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	306816	CHEMBL831007	B	Inhibition of 17-beta-estradiol mediated luciferase transcription in HeLa cells expressing human estrogen receptor alpha; ERE assay	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000219	19	CHEMBL206	SINGLE PROTEIN	P03372	Estrogen receptor alpha	Homo sapiens	9	Protein	Hormone_recep	high	21436	CHEMBL1141171	15658851	J. Med. Chem.	2005	48	2	364	308	CHEMBL3308376	HeLa		
CHEMBL4087804	2227715	CHEMBL4087804	2227715		46	455.6	6.55	60.77	1	CCCCCc1ccc(cc1)N2CCc3cc(O)ccc3C2(C)c4ccc(\C=C\C(=O)O)cc4	18049049	IC50	=	55	nM	7.26	IC50	=	55	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1661537	CHEMBL4011149	B	Antagonist activity at ERalpha in human MCF7 cells assessed as inhibition of estrogen-induced transcription preincubated overnight followed by estrogen addition measured after 24 hrs by dual luciferase reporter gene assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	19	CHEMBL206	SINGLE PROTEIN	P03372	Estrogen receptor alpha	Homo sapiens	9	Protein			104397	CHEMBL4007492	28296398	J Med Chem	2017	60	7	2790					
CHEMBL328810	164096	CHEMBL328810	164096		5	456.63	5.97	35.94	1	CC1(N(CCc2cc(O)ccc12)c3ccccc3)c4ccc(OCCN5CCCCCC5)cc4	1435758	IC50	=	55.98	nM	7.25	pIC50(uM)	=	1.252				0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	307276	CHEMBL831661	B	Inhibition of binding to human estrogen receptor alpha	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000357	19	CHEMBL206	SINGLE PROTEIN	P03372	Estrogen receptor alpha	Homo sapiens	9	Protein	Hormone_recep	high	20821	CHEMBL1141983	15686893	Bioorg. Med. Chem. Lett.	2005	15	4	957					
CHEMBL235497	402878	CHEMBL235497	402878		5	417.46	4.15	91.01	0	COC(=O)C1=C(N)Oc2cc(O)ccc2C1c3ccc(OCc4ccc(C)cc4)cc3	1994425	IC50	=	56	nM	7.25	IC50	=	56	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	450479	CHEMBL900763	B	Displacement of fluoromone from human recombinant ERalpha by fluorescence polarization assay	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000357	19	CHEMBL206	SINGLE PROTEIN	P03372	Estrogen receptor alpha	Homo sapiens	9	Protein	Hormone_recep	high	37116	CHEMBL1137575	17918820	J. Med. Chem.	2007	50	22	5301					
CHEMBL460647	445384	CHEMBL460647	445384	SOPHORAFLAVANONE B	8-PN	340.38	4.02	86.99	0	CC(=CCc1c(O)cc(O)c2C(=O)CC(Oc12)c3ccc(O)cc3)C	1796022	IC50	=	57	nM	7.24	IC50	=	57	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	422409	CHEMBL909843	B	Displacement of [3H]E2 from human recombinant ERalpha LBD by SPA	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000357	19	CHEMBL206	SINGLE PROTEIN	P03372	Estrogen receptor alpha	Homo sapiens	9	Protein	Hormone_recep	high	34745	CHEMBL1137296	17149865	J. Med. Chem.	2006	49	25	7357					
CHEMBL4070586	2210497	CHEMBL4070586	2210497		20	439.53	5.76	41.29	1	Cn1cncc1\C=C\c2ccc(cc2)C3(C)N(CCc4cc(O)ccc34)c5ccc(F)cc5	18049002	IC50	=	57	nM	7.24	IC50	=	57	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1661537	CHEMBL4011149	B	Antagonist activity at ERalpha in human MCF7 cells assessed as inhibition of estrogen-induced transcription preincubated overnight followed by estrogen addition measured after 24 hrs by dual luciferase reporter gene assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	19	CHEMBL206	SINGLE PROTEIN	P03372	Estrogen receptor alpha	Homo sapiens	9	Protein			104397	CHEMBL4007492	28296398	J Med Chem	2017	60	7	2790					
CHEMBL195991	326162	CHEMBL195991	326162		6a	444.6	6.48	37.63	1	CCN(CC)CCOc1ccc(Cn2c3ccccc3c4sc5cc(O)ccc5c24)cc1	1521904	IC50	=	57.4	nM	7.24	IC50	=	57.4	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	305813	CHEMBL829466	B	Inhibition of [3H]17-beta-estradiol binding to human estrogen receptor alpha	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000357	19	CHEMBL206	SINGLE PROTEIN	P03372	Estrogen receptor alpha	Homo sapiens	9	Protein	Hormone_recep	high	20473	CHEMBL1139599	15911274	Bioorg. Med. Chem. Lett.	2005	15	11	2891					
CHEMBL447837	322836	CHEMBL447837	322836		24	288.7	4.71	40.46	0	Oc1ccc(c(F)c1)c2ccc3c(Cl)c(O)ccc3c2	1511106	IC50	=	58	nM	7.24	IC50	=	58	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	306245	CHEMBL831155	B	Inhibition of [3H]17-beta-estradiol binding to human estrogen receptor alpha expressed in Escherichia coli	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000019	19	CHEMBL206	SINGLE PROTEIN	P03372	Estrogen receptor alpha	Homo sapiens	9	Protein	Hormone_recep	high	21284	CHEMBL1139538	15943471	J. Med. Chem.	2005	48	12	3953					
CHEMBL4059624	2199535	CHEMBL4059624	2199535		38	442.5	5.47	93.29	1	Cn1nnnc1\C=C\c2ccc(Oc3c(sc4cc(O)ccc34)c5ccc(O)cc5)cc2	18113374	IC50	=	60	nM	7.22	IC50	=	60	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1674617	CHEMBL4024646	B	Induction of selective estrogen receptor alpha degradation in human MCF7 cells after 18 to 24 hrs by in-cell Western analysis	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	19	CHEMBL206	SINGLE PROTEIN	P03372	Estrogen receptor alpha	Homo sapiens	9	Protein			104895	CHEMBL4020850	29562737	J Med Chem	2018	61	7	2837					
CHEMBL83	6968	CHEMBL83	6968	TAMOXIFEN	2	371.52	6	12.47	1	CC\C(=C(/c1ccccc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3	15116745	IC50	=	60.9	nM	7.21	IC50	=	60.9	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1433497	CHEMBL3382767	B	Binding affinity to human ERalpha	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	19	CHEMBL206	SINGLE PROTEIN	P03372	Estrogen receptor alpha	Homo sapiens	9	Protein	Hormone_recep	high	89676	CHEMBL3352633	25369367	J. Med. Chem.	2014	57	22	9370					
CHEMBL83	6968	CHEMBL83	6968	TAMOXIFEN	2	371.52	6	12.47	1	CC\C(=C(/c1ccccc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3	15116772	IC50	=	61	nM	7.21	IC50	=	.061	uM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1433493	CHEMBL3382763	B	Displacement of fluorescein-labeled estrogen from human recombinant ERalpha by fluorescence polarization based competitive binding affinity assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	19	CHEMBL206	SINGLE PROTEIN	P03372	Estrogen receptor alpha	Homo sapiens	9	Protein	Hormone_recep	high	89676	CHEMBL3352633	25369367	J. Med. Chem.	2014	57	22	9370					
CHEMBL420623	150484	CHEMBL420623	150484		7	498.04	6.58	62.16	1	Oc1ccc(cc1)[C@@H]2Sc3cc(Cl)c(O)cc3O[C@@H]2c4ccc(OCCN5CCCCC5)cc4	1134132	IC50	=	61	nM	7.21	IC50	=	61	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	67495	CHEMBL679886	F	Potency in cellular transactivation assay utilizing HEK293 cells stably co-transfected with human estrogen receptor alpha and the alkaline phosphatase reporter gene.	1	Scientific Literature				Expert	BAO_0000219	19	CHEMBL206	SINGLE PROTEIN	P03372	Estrogen receptor alpha	Homo sapiens	8	Homologous protein			6362	CHEMBL1146754	15125925	Bioorg. Med. Chem. Lett.	2004	14	11	2741	722	CHEMBL3307715	HEK293		
CHEMBL100231	164265	CHEMBL100231	164265		20e	484.68	6.71	35.94	1	CC(C)c1ccc(cc1)N2CCc3cc(O)ccc3C2(C)c4ccc(OCCN5CCCCC5)cc4	1107501	IC50	=	71	nM	7.15	IC50	=	71	nM			1	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	67506	CHEMBL682290	B	Inhibitory concentration against estrogen receptor alpha using radioligand binding assay.	1	Scientific Literature				Expert	BAO_0000357	19	CHEMBL206	SINGLE PROTEIN	P03372	Estrogen receptor alpha	Homo sapiens	8	Homologous protein			17078	CHEMBL1145829	12825935	J. Med. Chem.	2003	46	14	2945					
CHEMBL2403349	1570949	CHEMBL2403349	1570949		36	300.47				CC[Si](CC)(c1ccc(O)c(C)c1)c2ccc(O)c(C)c2	13379691	IC50	=	72	nM	7.14	IC50	=	72	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	972070	CHEMBL2406174	B	Antagonist activity at human Gal4-ERalpha assessed as inhibition of 17beta-estradiol-induced effect by reporter gene assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	19	CHEMBL206	SINGLE PROTEIN	P03372	Estrogen receptor alpha	Homo sapiens	9	Protein	Hormone_recep	high	74221	CHEMBL2401681	23768907	Bioorg. Med. Chem. Lett.	2013	23	14	4031					
CHEMBL191759	323174	CHEMBL191759	323174		68	278.28	4.04	40.46	0	Oc1cc(C#C)c2cc(ccc2c1)c3ccc(O)c(F)c3	1511833	IC50	=	73	nM	7.14	IC50	=	73	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	306245	CHEMBL831155	B	Inhibition of [3H]17-beta-estradiol binding to human estrogen receptor alpha expressed in Escherichia coli	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000019	19	CHEMBL206	SINGLE PROTEIN	P03372	Estrogen receptor alpha	Homo sapiens	9	Protein	Hormone_recep	high	21284	CHEMBL1139538	15943471	J. Med. Chem.	2005	48	12	3953					
CHEMBL203565	339241	CHEMBL203565	339241		10e	309.36	3.14	57.61	0	CCCN(c1ccccc1F)S(=O)(=O)c2ccc(O)cc2	1681733	IC50	=	74	nM	7.13	IC50	=	74	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	333816	CHEMBL865275	F	Inhibition of binding to ER in Ad5-wt-ER-infected HAECT1 cells by NF-kappaB-mediated luciferase reporter	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000219	19	CHEMBL206	SINGLE PROTEIN	P03372	Estrogen receptor alpha	Homo sapiens	9	Protein	Hormone_recep	high	30683	CHEMBL1149456	16300947	Bioorg. Med. Chem. Lett.	2006	16	4	854					
CHEMBL4101848	2241759	CHEMBL4101848	2241759		(R)-63	463.52	6.18	60.77	1	CC(C)c1ccc(cc1)N2CCc3cc(O)ccc3[C@@]2(C(F)F)c4ccc(\C=C\C(=O)O)cc4	18049064	IC50	=	77	nM	7.11	IC50	=	77	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1661537	CHEMBL4011149	B	Antagonist activity at ERalpha in human MCF7 cells assessed as inhibition of estrogen-induced transcription preincubated overnight followed by estrogen addition measured after 24 hrs by dual luciferase reporter gene assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	19	CHEMBL206	SINGLE PROTEIN	P03372	Estrogen receptor alpha	Homo sapiens	9	Protein			104397	CHEMBL4007492	28296398	J Med Chem	2017	60	7	2790					
