CMPD_CHEMBLID,MOLREGNO,PARENT_CMPD_CHEMBLID,PARENT_MOLREGNO,MOL_PREF_NAME,COMPOUND_KEY,MOLWEIGHT,ALOGP,PSA,NUM_RO5_VIOLATIONS,CANONICAL_SMILES,ACTIVITY_ID,STANDARD_TYPE,RELATION,STANDARD_VALUE,STANDARD_UNITS,PCHEMBL_VALUE,PUBLISHED_TYPE,PUBLISHED_RELATION,PUBLISHED_VALUE,PUBLISHED_UNITS,ACTIVITY_COMMENT,DATA_VALIDITY_COMMENT,POTENTIAL_DUPLICATE,BAO_ENDPOINT,UO_UNITS,QUDT_UNITS,ASSAY_ID,ASSAY_CHEMBLID,ASSAY_TYPE,DESCRIPTION,ASSAY_SRC_ID,ASSAY_SRC_DESCRIPTION,ASSAY_ORGANISM,ASSAY_STRAIN,ASSAY_TAX_ID,CURATED_BY,BAO_FORMAT,TID,TARGET_CHEMBLID,TARGET_TYPE,PROTEIN_ACCESSION,PREF_NAME,ORGANISM,CONFIDENCE_SCORE,TARGET_MAPPING,APD_NAME,APD_CONFIDENCE,DOC_ID,DOC_CHEMBLID,PUBMED_ID,JOURNAL,YEAR,VOLUME,ISSUE,FIRST_PAGE,CELL_ID,CELL_CHEMBL_ID,CELL_NAME,ACTIVITY_PARAMS,ACTIVITY_PROPS
CHEMBL522471,461596,CHEMBL522471,461596,MILLEWANIN G,"rac-1, Millewanin G",438.48,4.27,131.36,0.0,CC(=CCc1c(O)c(CC(O)C(=C)C)c(O)c2C(=O)C(=COc12)c3ccc(O)c(O)c3)C,2548979,IC50,=,29000.0,nM,4.54,IC50,=,29.0,uM,,,0,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,527053,CHEMBL980129,B,Antiestrogenic activity at estrogen receptor alpha expressed in yeast cells assessed as inhibition of 17-beta-estradiol-induced beta-galactosidase activity by two hybrid assay,1,Scientific Literature,,,,Intermediate,BAO_0000219,19,CHEMBL206,SINGLE PROTEIN,P03372,Estrogen receptor alpha,Homo sapiens,8,Homologous protein,,,42677,CHEMBL1157234,16441086.0,J. Nat. Prod.,2006.0,69.0,1.0,138.0,,,,,
CHEMBL1467399,891283,CHEMBL1467399,891283,,SID863818,312.28,2.02,96.34,0.0,CC(=O)c1c(COC(=O)c2occc2)nc3ccccc3[n+]1[O-],4536684,IC50,=,29237.26,nM,4.53,IC50,=,29.23726,um,Active,,0,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,688307,CHEMBL1614199,B,PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)],7,PubChem BioAssays,Homo sapiens,,9606.0,Autocuration,BAO_0000357,19,CHEMBL206,SINGLE PROTEIN,P03372,Estrogen receptor alpha,Homo sapiens,9,Protein,Hormone_recep,high,51887,CHEMBL1201862,,,,,,,,,,,
CHEMBL1374573,798457,CHEMBL1374573,798457,,SID4256985,467.57,4.09,86.36,0.0,O=C(CSC1=Nc2scc(c3occc3)c2C(=O)N1c4ccccc4)NCC5CCCO5,4536791,IC50,=,30130.16,nM,4.52,IC50,=,30.130159999999997,um,Not Active,,0,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,688307,CHEMBL1614199,B,PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)],7,PubChem BioAssays,Homo sapiens,,9606.0,Autocuration,BAO_0000357,19,CHEMBL206,SINGLE PROTEIN,P03372,Estrogen receptor alpha,Homo sapiens,9,Protein,Hormone_recep,high,51887,CHEMBL1201862,,,,,,,,,,,
CHEMBL1519384,943268,CHEMBL1519384,943268,,SID849907,464.5,3.52,115.46,0.0,COc1cc(NC(=O)CSC2=Nc3ccccc3C(=O)N2C)ccc1NC(=O)c4occc4,4536509,IC50,=,32541.21,nM,4.49,IC50,=,32.54121,um,Not Active,,0,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,688307,CHEMBL1614199,B,PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)],7,PubChem BioAssays,Homo sapiens,,9606.0,Autocuration,BAO_0000357,19,CHEMBL206,SINGLE PROTEIN,P03372,Estrogen receptor alpha,Homo sapiens,9,Protein,Hormone_recep,high,51887,CHEMBL1201862,,,,,,,,,,,
CHEMBL1548361,972245,CHEMBL1548361,972245,,SID14729545,432.25,2.23,70.81,0.0,Fc1cccc(c1)C(=O)N2CCN(CC2)C(=O)c3cc4ncc(Br)cn4n3,4536746,IC50,=,33362.98,nM,4.48,IC50,=,33.36298,um,Not Active,,0,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,688307,CHEMBL1614199,B,PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)],7,PubChem BioAssays,Homo sapiens,,9606.0,Autocuration,BAO_0000357,19,CHEMBL206,SINGLE PROTEIN,P03372,Estrogen receptor alpha,Homo sapiens,9,Protein,Hormone_recep,high,51887,CHEMBL1201862,,,,,,,,,,,
CHEMBL1466928,890812,CHEMBL1466928,890812,,SID7970108,442.57,3.55,90.02,0.0,CC1CC2=C(S1)C(=O)N(CCc3ccccc3)C(=N2)SCC(=O)Nc4cc(C)on4,4536670,IC50,=,33558.26,nM,4.47,IC50,=,33.55826,um,Not Active,,0,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,688307,CHEMBL1614199,B,PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)],7,PubChem BioAssays,Homo sapiens,,9606.0,Autocuration,BAO_0000357,19,CHEMBL206,SINGLE PROTEIN,P03372,Estrogen receptor alpha,Homo sapiens,9,Protein,Hormone_recep,high,51887,CHEMBL1201862,,,,,,,,,,,
CHEMBL1576748,1000632,CHEMBL1576748,1000632,,SID850079,232.24,2.12,77.49,0.0,COc1ccc(NC(=O)c2occc2)cc1N,4536427,IC50,=,36096.23,nM,4.44,IC50,=,36.09623,um,Not Active,,0,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,688307,CHEMBL1614199,B,PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)],7,PubChem BioAssays,Homo sapiens,,9606.0,Autocuration,BAO_0000357,19,CHEMBL206,SINGLE PROTEIN,P03372,Estrogen receptor alpha,Homo sapiens,9,Protein,Hormone_recep,high,51887,CHEMBL1201862,,,,,,,,,,,
CHEMBL3774852,2074424,CHEMBL3774852,2074424,,32,456.52,5.24,61.39,1.0,C[N+]1([O-])CCC2(CC1)C(=O)Nc3cc(\C=C\4/c5ccccc5COc6cc(F)ccc46)ccc23,16507434,IC50,>,37000.0,nM,,IC50,>,37000.0,nM,,,0,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,1560718,CHEMBL3778069,B,Inhibition of estrogen receptor (unknown origin) by Gal4-based luciferase assay,1,Scientific Literature,Homo sapiens,,9606.0,Autocuration,BAO_0000357,19,CHEMBL206,SINGLE PROTEIN,P03372,Estrogen receptor alpha,Homo sapiens,9,Protein,,,98592,CHEMBL3774336,26897089.0,Bioorg. Med. Chem.,2016.0,24.0,6.0,1384.0,,,,,
CHEMBL1386105,809989,CHEMBL1386105,809989,,SID4243626,410.46,3.81,103.27,0.0,COC(=O)c1oc(CSc2nc(O)c3cnn(c4ccc(C)c(C)c4)c3n2)cc1,4536591,IC50,=,38489.05,nM,4.42,IC50,=,38.48905,um,Not Active,,0,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,688307,CHEMBL1614199,B,PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)],7,PubChem BioAssays,Homo sapiens,,9606.0,Autocuration,BAO_0000357,19,CHEMBL206,SINGLE PROTEIN,P03372,Estrogen receptor alpha,Homo sapiens,9,Protein,Hormone_recep,high,51887,CHEMBL1201862,,,,,,,,,,,
CHEMBL1423880,847764,CHEMBL1423880,847764,,SID7965784,358.45,3.22,49.56,0.0,Cc1cccc(N2CCN(CC2)c3nc4ccccc4n5cnnc35)c1C,4536538,IC50,=,38786.33,nM,4.41,IC50,=,38.78633,um,Not Active,,0,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,688307,CHEMBL1614199,B,PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)],7,PubChem BioAssays,Homo sapiens,,9606.0,Autocuration,BAO_0000357,19,CHEMBL206,SINGLE PROTEIN,P03372,Estrogen receptor alpha,Homo sapiens,9,Protein,Hormone_recep,high,51887,CHEMBL1201862,,,,,,,,,,,
CHEMBL3828422,2094931,CHEMBL3828422,2094931,,20a,484.55,4.55,70.0,0.0,COc1ccc2C3=C(N(C(=O)c2c1)c4ccc(OCCCN(C)C)cc4)c5ccc(OC)cc5C3=O,16644978,IC50,=,39400.0,nM,4.41,IC50,=,39.4,uM,,,0,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,1590067,CHEMBL3829134,B,Displacement of fluorescein-labeled estrogen ligand from recombinant ER-alpha (unknown origin) incubated for 2 hrs by fluorescence polarization assay,1,Scientific Literature,Homo sapiens,,9606.0,Autocuration,BAO_0000357,19,CHEMBL206,SINGLE PROTEIN,P03372,Estrogen receptor alpha,Homo sapiens,9,Protein,Hormone_recep,high,99821,CHEMBL3826943,27176944.0,Eur. J. Med. Chem.,2016.0,118.0,,328.0,,,,,
CHEMBL3775389,2074426,CHEMBL3775389,2074426,,34,511.6,4.68,61.88,1.0,CN(C)CC(=O)N1CCC2(CC1)C(=O)Nc3cc(\C=C\4/c5ccccc5COc6cc(F)ccc46)ccc23,16507436,IC50,>,40000.0,nM,,IC50,>,40000.0,nM,,,0,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,1560718,CHEMBL3778069,B,Inhibition of estrogen receptor (unknown origin) by Gal4-based luciferase assay,1,Scientific Literature,Homo sapiens,,9606.0,Autocuration,BAO_0000357,19,CHEMBL206,SINGLE PROTEIN,P03372,Estrogen receptor alpha,Homo sapiens,9,Protein,,,98592,CHEMBL3774336,26897089.0,Bioorg. Med. Chem.,2016.0,24.0,6.0,1384.0,,,,,
CHEMBL1377389,801273,CHEMBL1377389,801273,,SID4243163,357.44,3.19,63.57,0.0,COC(=O)c1cc2ccsc2n1CC(=O)Nc3ccc(cc3)N(C)C,4536626,IC50,=,47259.62,nM,4.33,IC50,=,47.25962,um,Not Active,,0,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,688307,CHEMBL1614199,B,PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)],7,PubChem BioAssays,Homo sapiens,,9606.0,Autocuration,BAO_0000357,19,CHEMBL206,SINGLE PROTEIN,P03372,Estrogen receptor alpha,Homo sapiens,9,Protein,Hormone_recep,high,51887,CHEMBL1201862,,,,,,,,,,,
CHEMBL1438484,862368,CHEMBL1438484,862368,,SID14743698,405.49,3.05,111.61,0.0,CN1C(=Nc2ccccc2C1=O)SCc3nc(N)nc(Nc4ccccc4C)n3,4536405,IC50,>,50000.0,nM,,IC50,>,50.0,um,Not Active,,0,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,688307,CHEMBL1614199,B,PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)],7,PubChem BioAssays,Homo sapiens,,9606.0,Autocuration,BAO_0000357,19,CHEMBL206,SINGLE PROTEIN,P03372,Estrogen receptor alpha,Homo sapiens,9,Protein,,,51887,CHEMBL1201862,,,,,,,,,,,
CHEMBL1610665,1034549,CHEMBL1610665,1034549,,SID14729922,271.35,3.56,50.95,0.0,CSc1nc(NCc2occc2)c3ccccc3n1,4536575,IC50,>,50000.0,nM,,IC50,>,50.0,um,Not Active,,0,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,688307,CHEMBL1614199,B,PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)],7,PubChem BioAssays,Homo sapiens,,9606.0,Autocuration,BAO_0000357,19,CHEMBL206,SINGLE PROTEIN,P03372,Estrogen receptor alpha,Homo sapiens,9,Protein,,,51887,CHEMBL1201862,,,,,,,,,,,
CHEMBL589158,590676,CHEMBL589158,590676,,4p,299.35,3.49,63.33,0.0,Cc1cccc(SCC2=CC(=O)Oc3cc(O)ccc23)n1,3074304,IC50,=,50000.0,nM,4.3,IC50,=,50.0,uM,,,0,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,603520,CHEMBL1068439,F,Agonist activity at ER by reporter gene assay,1,Scientific Literature,,,,Autocuration,BAO_0000019,19,CHEMBL206,SINGLE PROTEIN,P03372,Estrogen receptor alpha,Homo sapiens,8,Homologous protein,,,49454,CHEMBL1153171,19954971.0,Bioorg. Med. Chem. Lett.,2010.0,20.0,1.0,272.0,,,,,
CHEMBL1408468,832352,CHEMBL1408468,832352,,SID14730621,459.31,4.74,75.71,0.0,Clc1ccc(cc1Cl)N2NC(=O)\C(=C/c3cccc(OC(=O)c4cccs4)c3)\C2=O,4536410,IC50,>,50000.0,nM,,IC50,>,50.0,um,Not Active,,0,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,688307,CHEMBL1614199,B,PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)],7,PubChem BioAssays,Homo sapiens,,9606.0,Autocuration,BAO_0000357,19,CHEMBL206,SINGLE PROTEIN,P03372,Estrogen receptor alpha,Homo sapiens,9,Protein,,,51887,CHEMBL1201862,,,,,,,,,,,
CHEMBL1565816,989700,CHEMBL1565816,989700,,SID4265569,285.25,2.15,76.82,0.0,O=C(Oc1ccc(cc1)N2C(=O)CCC2=O)c3occc3,4536459,IC50,>,50000.0,nM,,IC50,>,50.0,um,Not Active,,0,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,688307,CHEMBL1614199,B,PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)],7,PubChem BioAssays,Homo sapiens,,9606.0,Autocuration,BAO_0000357,19,CHEMBL206,SINGLE PROTEIN,P03372,Estrogen receptor alpha,Homo sapiens,9,Protein,,,51887,CHEMBL1201862,,,,,,,,,,,
CHEMBL1390198,814082,CHEMBL1390198,814082,,SID842478,461.57,5.36,88.15,1.0,COc1ccc(cc1)c2cc(c3cccs3)c(C#N)c(SCC(=O)NCc4occc4)n2,4536720,IC50,>,50000.0,nM,,IC50,>,50.0,um,Not Active,,0,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,688307,CHEMBL1614199,B,PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)],7,PubChem BioAssays,Homo sapiens,,9606.0,Autocuration,BAO_0000357,19,CHEMBL206,SINGLE PROTEIN,P03372,Estrogen receptor alpha,Homo sapiens,9,Protein,,,51887,CHEMBL1201862,,,,,,,,,,,
CHEMBL1383468,807352,CHEMBL1383468,807352,,SID3717681,434.57,2.92,92.26,0.0,CCc1nnc(NC(=O)C2Cc3ccccc3CN2S(=O)(=O)c4cccs4)s1,4536515,IC50,>,50000.0,nM,,IC50,>,50.0,um,Not Active,,0,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,688307,CHEMBL1614199,B,PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)],7,PubChem BioAssays,Homo sapiens,,9606.0,Autocuration,BAO_0000357,19,CHEMBL206,SINGLE PROTEIN,P03372,Estrogen receptor alpha,Homo sapiens,9,Protein,,,51887,CHEMBL1201862,,,,,,,,,,,
CHEMBL1543038,966922,CHEMBL1543038,966922,,SID14737063,449.53,4.63,84.21,0.0,COc1cc(\C=C/2\C(=N)N3C=CSC3=NC2=O)ccc1OCCCOc4ccccc4C,4536588,IC50,>,50000.0,nM,,IC50,>,50.0,um,Not Active,,0,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,688307,CHEMBL1614199,B,PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)],7,PubChem BioAssays,Homo sapiens,,9606.0,Autocuration,BAO_0000357,19,CHEMBL206,SINGLE PROTEIN,P03372,Estrogen receptor alpha,Homo sapiens,9,Protein,,,51887,CHEMBL1201862,,,,,,,,,,,
CHEMBL1365444,789328,CHEMBL1365444,789328,,SID4241737,383.21,4.03,72.95,0.0,Brc1oc(cc1)C(=O)Nc2ccc3nn(nc3c2)c4ccccc4,4536653,IC50,>,50000.0,nM,,IC50,>,50.0,um,Not Active,,0,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,688307,CHEMBL1614199,B,PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)],7,PubChem BioAssays,Homo sapiens,,9606.0,Autocuration,BAO_0000357,19,CHEMBL206,SINGLE PROTEIN,P03372,Estrogen receptor alpha,Homo sapiens,9,Protein,,,51887,CHEMBL1201862,,,,,,,,,,,
CHEMBL1353787,777671,CHEMBL1616430,1039381,,SID14739893,288.39,3.16,34.47,0.0,Cl.CCOC(=O)c1cc2ccccc2n1CCN(CC)CC,4536805,IC50,>,50000.0,nM,,IC50,>,50.0,um,Not Active,,0,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,688307,CHEMBL1614199,B,PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)],7,PubChem BioAssays,Homo sapiens,,9606.0,Autocuration,BAO_0000357,19,CHEMBL206,SINGLE PROTEIN,P03372,Estrogen receptor alpha,Homo sapiens,9,Protein,,,51887,CHEMBL1201862,,,,,,,,,,,
CHEMBL1349449,773333,CHEMBL1349449,773333,,SID3712594,391.45,3.66,84.23,0.0,Fc1ccc(cc1)c2csc(SCC(=O)NC(=O)NCc3occc3)n2,4536696,IC50,>,50000.0,nM,,IC50,>,50.0,um,Not Active,,0,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,688307,CHEMBL1614199,B,PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)],7,PubChem BioAssays,Homo sapiens,,9606.0,Autocuration,BAO_0000357,19,CHEMBL206,SINGLE PROTEIN,P03372,Estrogen receptor alpha,Homo sapiens,9,Protein,,,51887,CHEMBL1201862,,,,,,,,,,,
CHEMBL1509842,933726,CHEMBL1509842,933726,,SID14729737,389.48,5.19,81.15,1.0,Cc1ccc(NC(=O)c2sc3nc4CCCc4c(c5occc5)c3c2N)cc1,4536764,IC50,>,50000.0,nM,,IC50,>,50.0,um,Not Active,,0,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,688307,CHEMBL1614199,B,PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)],7,PubChem BioAssays,Homo sapiens,,9606.0,Autocuration,BAO_0000357,19,CHEMBL206,SINGLE PROTEIN,P03372,Estrogen receptor alpha,Homo sapiens,9,Protein,,,51887,CHEMBL1201862,,,,,,,,,,,
CHEMBL1491627,915511,CHEMBL1491627,915511,,SID4251596,481.42,3.83,76.88,0.0,Brc1ccc(cc1)N2C(=NC3=C(SCC3)C2=O)SCC(=O)Nc4nccs4,4536500,IC50,>,50000.0,nM,,IC50,>,50.0,um,Not Active,,0,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,688307,CHEMBL1614199,B,PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)],7,PubChem BioAssays,Homo sapiens,,9606.0,Autocuration,BAO_0000357,19,CHEMBL206,SINGLE PROTEIN,P03372,Estrogen receptor alpha,Homo sapiens,9,Protein,,,51887,CHEMBL1201862,,,,,,,,,,,
CHEMBL1495161,919045,CHEMBL1495161,919045,,SID14724646,443.55,4.12,79.37,0.0,O=C(Nc1ccc(Cc2ccncc2)cc1)C3CCC(CC3)N4C(=O)C5CC=CCC5C4=O,4536629,IC50,>,50000.0,nM,,IC50,>,50.0,um,Not Active,,0,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,688307,CHEMBL1614199,B,PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)],7,PubChem BioAssays,Homo sapiens,,9606.0,Autocuration,BAO_0000357,19,CHEMBL206,SINGLE PROTEIN,P03372,Estrogen receptor alpha,Homo sapiens,9,Protein,,,51887,CHEMBL1201862,,,,,,,,,,,
CHEMBL1299324,723208,CHEMBL1299324,723208,,SID4254603,365.36,1.77,100.16,0.0,COC(=O)COc1ccc(cc1)S(=O)(=O)Nc2ccc3OCOc3c2,4536384,IC50,>,50000.0,nM,,IC50,>,50.0,um,Not Active,,0,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,688307,CHEMBL1614199,B,PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)],7,PubChem BioAssays,Homo sapiens,,9606.0,Autocuration,BAO_0000357,19,CHEMBL206,SINGLE PROTEIN,P03372,Estrogen receptor alpha,Homo sapiens,9,Protein,,,51887,CHEMBL1201862,,,,,,,,,,,
CHEMBL1304094,727978,CHEMBL1304094,727978,,SID4255816,433.6,3.56,88.91,0.0,CC(NC(=O)c1cccs1)c2nnc(SCC(=O)NC3CCCCC3)n2CC=C,4536530,IC50,>,50000.0,nM,,IC50,>,50.0,um,Not Active,,0,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,688307,CHEMBL1614199,B,PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)],7,PubChem BioAssays,Homo sapiens,,9606.0,Autocuration,BAO_0000357,19,CHEMBL206,SINGLE PROTEIN,P03372,Estrogen receptor alpha,Homo sapiens,9,Protein,,,51887,CHEMBL1201862,,,,,,,,,,,
CHEMBL3191473,1680764,CHEMBL3191473,1680764,,SID14742202,293.67,2.55,49.33,0.0,OCCN\C(=C\C(=O)c1ccc(Cl)cc1)\C(F)(F)F,4536404,IC50,>,50000.0,nM,,IC50,>,50.0,um,Not Active,,0,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,688307,CHEMBL1614199,B,PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)],7,PubChem BioAssays,Homo sapiens,,9606.0,Autocuration,BAO_0000357,19,CHEMBL206,SINGLE PROTEIN,P03372,Estrogen receptor alpha,Homo sapiens,9,Protein,,,51887,CHEMBL1201862,,,,,,,,,,,
CHEMBL1450059,873943,CHEMBL1450059,873943,,SID3716326,424.42,2.85,104.79,0.0,O=C(OCN1N=Nc2ccccc2C1=O)c3cn(nc3c4cccnc4)c5ccccc5,4536433,IC50,>,50000.0,nM,,IC50,>,50.0,um,Not Active,,0,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,688307,CHEMBL1614199,B,PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)],7,PubChem BioAssays,Homo sapiens,,9606.0,Autocuration,BAO_0000357,19,CHEMBL206,SINGLE PROTEIN,P03372,Estrogen receptor alpha,Homo sapiens,9,Protein,,,51887,CHEMBL1201862,,,,,,,,,,,
CHEMBL9352,5170,CHEMBL9352,5170,NARINGENIN,NAR,272.26,2.51,86.99,0.0,Oc1ccc(cc1)[C@@H]2CC(=O)c3c(O)cc(O)cc3O2,1796021,IC50,=,75302.0,nM,4.12,IC50,=,75302.0,nM,,,0,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,422409,CHEMBL909843,B,Displacement of [3H]E2 from human recombinant ERalpha LBD by SPA,1,Scientific Literature,Homo sapiens,,9606.0,Expert,BAO_0000357,19,CHEMBL206,SINGLE PROTEIN,P03372,Estrogen receptor alpha,Homo sapiens,9,Protein,Hormone_recep,high,34745,CHEMBL1137296,17149865.0,J. Med. Chem.,2006.0,49.0,25.0,7357.0,,,,,
CHEMBL2441816,1588334,CHEMBL2441816,1588334,,S45,421.58,5.33,59.42,1.0,CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@@]4(C)[C@@H](C[C@H](O)/C/4=C\c5ccccn5)[C@@H]3CC=C2C1,13515191,IC50,<,100000.0,nM,,pIC50,>,4.0,,,,0,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,991566,CHEMBL2445311,B,Inhibition of estrogen receptor alpha-mediated human MCF7 cell growth inhibition,1,Scientific Literature,Homo sapiens,,9606.0,Autocuration,BAO_0000357,19,CHEMBL206,SINGLE PROTEIN,P03372,Estrogen receptor alpha,Homo sapiens,9,Protein,,,75277,CHEMBL2439954,23880359.0,Eur. J. Med. Chem.,2013.0,67.0,,344.0,491.0,CHEMBL3308403,MCF7,,
